example_id,task_type,answer_type,prompt,answer
gsm8k_00117,math,number,"Anna is making gingerbread cookies. She gives 6 of them red hats, 9 of them blue boots, and 3 of them both red hats and blue boots. What percentage of the gingerbread men have red hats?",50
mmlu_humanities_00057_high_school_world_history,humanities,choice,"This question refers to the following information.
""Upon this a question arises: whether it be better to be loved than feared or feared than loved? It may be answered that one should wish to be both, but, because it is difficult to unite them in one person, it is much safer to be feared than loved, when, of the two, either must be dispensed with. Because this is to be asserted in general of men, that they are ungrateful, fickle, false, cowardly, covetous, and as long as you succeed they are yours entirely; they will offer you their blood, property, life, and children, as is said above, when the need is far distant; but when it approaches they turn against you. And that prince who, relying entirely on their promises, has neglected other precautions, is ruined; because friendships that are obtained by payments, and not by greatness or nobility of mind, may indeed be earned, but they are not secured, and in time of need cannot be relied upon; and men have less scruple in offending one who is beloved than one who is feared, for love is preserved by the link of obligation which, owing to the baseness of men, is broken at every opportunity for their advantage; but fear preserves you by a dread of punishment which never fails.""
Nicolo Machiavelli, The Prince, ca. 1513 C.E.
The political philosophy espoused in the text above is different from those of the medieval period in which of the following ways?
A. It accepted the notion that monarchs were justified in asserting their authority.
B. It was a pragmatic rather than an ethical or religious ideology.
C. It stressed the importance of looking back to the classical past.
D. It did not rely upon strong concepts of equality across class boundaries.",B
gsm8k_00129,math,number,"In a class, there were 13 female students. There were three times as many male students in this class. How many students were in the class?",52
strategyqa_90ac2bf04314d357f0e5,commonsense,yesno,Would Phineas and Ferb enjoy winter? Answer yes or no.,no
sciq_00092,science,choice,"Name the virus that causes cold sores.
A. Epstein-Barr
B. AIDS
C. herpes virus
D. eboli",C
mmlu_humanities_00024_philosophy,humanities,choice,"According to the Ideal Moral Code theory, one is obligated to do what the ideal moral rules would require:
A. in one’s actual institutional setting.
B. in an ideal institutional setting.
C. in a setting devoid of institutions.
D. in a world in which everyone complied with those rules perfectly.",A
gsm8k_00150,math,number,"Ali and Leila reserve their places for a trip to Egypt. The price is $147 per person, but they were each given a discount of $14 since there are two of them. How much does their trip cost?",266
sciq_00116,science,choice,"What does water vapor in the atmosphere cool and condense into?
A. rain
B. oceans
C. puddles
D. clouds",D
strategyqa_4f8557872837e3b95781,commonsense,yesno,Did Jackson 5 members exceed number in The Osmonds? Answer yes or no.,no
sciq_00082,science,choice,"What shape rash is formed from a skin infection caused by trichophyton?
A. ring-shaped
B. striped
C. polka dot
D. rod-shaped",A
mmlu_humanities_00009_high_school_world_history,humanities,choice,"This question refers to the following information.
""When the gods fashioned Gilgamesh*, to him they gave a perfect form. The glorious sun Shamash bestowed upon him glory; Adad the terrible god of storms bestowed upon him courage. The great gods perfected his magnificence beyond all others, terrible like the great wild bull. Two thirds god they made him; one third man they made him.
Of Uruk, its great rampart he built, and the wall of the sacred Eanna temple, the holy sanctuary. Behold the outer walls which gleam with the brilliance of copper; see the inner wall which none might rival. Touch the threshold stone—it is from ancient days. Goest thou into the Eanna temple, yea, the dwelling place of Ishtar, the like of which no subsequent king or living man might equal. Ascend and walk about on the wall of Uruk, inspect the corner-stone, and examine its brick-work, whether its wall is not made of burned brick, and its foundation laid by the Seven Sages. One third for city, one third for garden, one third for field, and a precinct for the temple of Ishtar. These parts and the precinct comprise Uruk.""
The Epic of Gilgamesh, ca. 2100 B.C.E.
*Gilgamesh was a king of Uruk.
Which of the following best describes the origins of epic poetry such as the Epic of Gilgamesh?
A. The rise of a literate class of scribes in cities who could record poems
B. The rise of a merchant class in cities who could sponsor the creation of original art
C. The rise of a religious caste dedicated to solely recording the deeds of God-Kings
D. The rise of a warrior elite whose deeds were worthy of praise and recording",A
gsm8k_00093,math,number,"It takes 320 rose petals to make an ounce of perfume. If each rose produces 8 petals, and there are 12 roses per bush, how many bushes will Fern have to harvest to make 20 12-ounce bottles of perfume?",800
mmlu_social_science_00076_sociology,social_science,choice,"Howard's idea of the garden city consisted of:
A. six small towns surrounded by green belts and linked to a larger central city
B. planning cities to have plenty of trees, flowers and public gardens
C. each privately owned house to have its own front and back garden
D. tower blocks to displace the population vertically and leave most of the land available as green open spaces",A
mmlu_humanities_00075_high_school_world_history,humanities,choice,"This question refers to the following information.
""And then Shapur, King of Kings, passed away. Then his son Hormizd, King of Kings, rose over the empire. And Hormizd, King of Kings, conferred on me cap and belt and created for me a higher rank and dignity, and at court and in kingdom after kingdom, place after place, throughout the whole empire he gave me more authority and power in matters of the divine services, and created for me the title ""Kerdir, Ahura Mazda's [Chief Priest]"" after the name of Ahura Mazda, the Deity. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence, and many Warham fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And then Hormizd, King of Kings, passed away. Then Bahram, King of Kings, son of Shapur, King of Kings, and brother of Hormizd, King of Kings, rose over the empire. And Bahram, King of Kings, also held me in high honor and dignity and at court and in kingdom after kingdom, place after place, gave me authority and power for divine services of every sort. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence and many Warharan fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And in kingdom after kingdom and place after place throughout the whole empire the services of Ahura Mazda and the gods became preeminent, and great dignity came to the Mazdayanian religion and the magi in the empire, and the gods and water and fire and small cattle in the empire attained great satisfaction, while Ahriman [the evil counterpart to Ahura Mazda] and the demons were punished and rebuked, and the teachings of Ahriman and the demons departed from the empire and were abandoned. And Jews, Buddhists, Hindus, Nasoreans [Orthodox Christians], Christians, Maktak [Baptists], and Manichaeans in the empire were smitten, and destruction of idols and scattering of the stores of the demons and god-seats and nests was abandoned.""
Excerpt from the inscription of Kerdir at Naqsh-e-Rustam, Persia, late third century C.E.
Which of the following best describes Persia's relationship with Arabia in the period 600–1450 C.E.?
A. Persian armies were largely in control of Arabia throughout the period.
B. Persia and Arabia interacted infrequently throughout the period.
C. Persia supported Arabian client states throughout the period.
D. Persia was brought into the Arabian orbit over the course of the period.",D
mmlu_social_science_00141_high_school_government_and_politics,social_science,choice,"The relative stability of American public policy is achieved largely through
A. cooperation between the two major political parties
B. judicial activism
C. the constitutional fragmentation of power
D. affirmative action programs",C
sciq_00081,science,choice,"Canoe paddles, nutcracker, and hammer are examples of what type of simple machine?
A. lever
B. pivot
C. lock
D. handle",A
mmlu_social_science_00006_high_school_government_and_politics,social_science,choice,"In the majority of cases, federal programs are implemented by
A. private businesses working as subcontractors to the government
B. state and local governments, by means of federal funding
C. Congress, through the local offices of its elected representatives
D. the federal courts, by means of criminal prosecutions",B
mmlu_humanities_00016_philosophy,humanities,choice,"Wolf claims that interpreting Kant’s ethics so that it consists of a finite set of constraints:
A. yields an unattractive picture of moral sainthood.
B. implausibly places an “upper bound” on moral worthiness.
C. yields a theory that is too demanding.
D. transforms the theory into a form of contractarianism.",B
mmlu_social_science_00004_us_foreign_policy,social_science,choice,"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?
A. Irrationality on the part of the leadership
B. Costs of free trade are concentrated, but benefits are dispersed
C. Regime type
D. International conflict prevents trade",B
strategyqa_9aed4083afb75e9f247c,commonsense,yesno,Have Douglas fir been used to fight wars? Answer yes or no.,yes
sciq_00034,science,choice,"Where do greenhouse gases trap heat?
A. atmosphere
B. ground
C. space
D. altitude",A
mmlu_humanities_00027_philosophy,humanities,choice,"According to Ross, justice is:
A. when all laws are followed.
B. when contracts and promises are adhered to.
C. when the distribution of happiness is in accordance with merit.
D. when the guilty are punished for their crimes.",C
sciq_00068,science,choice,"What is fluid friction with air called?
A. wind resistance
B. air resistance
C. buoyancy
D. gravity",B
mmlu_humanities_00019_world_religions,humanities,choice," Who is the author of Admonitions for Women?
A. Ban Zhao
B. Laozi
C. Menicus
D. Liu Xiang",A
mmlu_social_science_00093_high_school_government_and_politics,social_science,choice,"Which of the following statements about voting populations is most accurate?
A. Individuals are less likely to vote in a closely contested race.
B. Voters are more likely to vote at age 18 than they are at age 65.
C. An individual with a graduate degree is more likely to vote than an individual who has only a high school diploma.
D. Affluent individuals are less likely to vote than impoverished individuals.",C
mmlu_social_science_00011_sociology,social_science,choice,"Patterns of drug use in Britain reveal that:
A. it has increased and is no longer confined to a hedonistic youth subculture
B. the most commonly used recreational drug is Ecstasy
C. teenage girls are more likely to experiment with hard drugs than teenage boys
D. despite a series of moral panics, the use of illegal drugs is very rare",A
sciq_00017,science,choice,"Potential energy is not only associated with the location of matter, but also with the structure of matter. even a spring on the ground has potential energy if it is what?
A. compressed
B. watched
C. coupled
D. ignored",A
mmlu_humanities_00013_philosophy,humanities,choice,"In Book II of the Republic, Glaucon claims that justice originates from:
A. a social agreement.
B. nature.
C. the gods.
D. the powerful.",A
gsm8k_00111,math,number,Jennie makes quilts. She can make 7 quilts with 21 yards of material. How many yards of material would be required to make 12 quilts?,36
strategyqa_dfdc7f7197f90ec78844,commonsense,yesno,Did Julius Caesar read books on Pharmacology? Answer yes or no.,no
mmlu_humanities_00140_high_school_world_history,humanities,choice,"This question refers to the following information.
""The Chinese are all infidels: they worship images, and burn their dead just like the [Hindus]. The King of China is a Tartar, and one of the descendants of [Ghenghis] Khan…In all the Chinese provinces, there is a town for the [Muslims], and in this they reside. They also have cells, colleges, and mosques, and are made much of by the Kings of China…
When we approached this city [of Hangzhou] we were met by its judge, the [elders] of Islamism, and the great merchants. The [Muslims] are exceedingly numerous here. This whole city is surrounded by a wall: each of the six [districts of Hangzhou] is also surrounded by a wall. In the first reside the guards, with their commander. I was told that, in the muster-rolls, these amount to twelve thousand…In the second division are the Jews, Christians, and the Turks who worship the sun: these are numerous, their number is not known: and theirs is the most beautiful city. Their streets are well disposed, and their great men are exceedingly wealthy. There are in the city a great number of [Muslims], with some of whom I resided for fifteen days; and was treated most [honorably]…""
Ibn Battuta, Voyages, 1332–1346 C.E.
Which of the following conclusions about the period 600 C.E.–1450 C.E. is most directly supported by the passage?
A. Long-distance contact between civilizations stagnated.
B. New religious traditions overturned prior lasting religious beliefs.
C. The empires of steppe nomads united trade links across Eurasia.
D. Technological developments spread across trade routes.",C
strategyqa_0df67cbe1345f90555dd,commonsense,yesno,Would Dave Chappelle pray over a Quran? Answer yes or no.,yes
gsm8k_00045,math,number,Tracy set up a booth at an art fair. 20 people came to look at her art. Four of those customers bought two paintings each. The next 12 of those customers bought one painting each. The last 4 customers bought four paintings each.  How many paintings did Tracy sell at the art fair?,36
gsm8k_00014,math,number,"As a freelancer, Katherine takes 20 hours to develop a website for her clients. Her junior, Naomi, takes 1/4 times more time to complete creating a similar website. If many clients required her to build their websites in a particular year, and she gave her junior 30 websites to develop, calculate the total number of hours Katherine's junior took to create the 30 websites.",750
sciq_00036,science,choice,"Carbon monoxide, radon gas, dust and pet dander are sources of what kind of pollution?
A. noise pollution
B. light pollution
C. sound pollution
D. indoor air pollution",D
strategyqa_b1dc0601af214a930eb2,commonsense,yesno,Were French people involved in the American Civil War? Answer yes or no.,yes
strategyqa_f6184f20db14b18f1401,commonsense,yesno,Did Hamlet's author use email? Answer yes or no.,no
gsm8k_00120,math,number,"Michael’s largest watermelon weighs 8 pounds.  His neighbor, Clay, grew a watermelon three times that size.  And their mutual friend, John, grew a watermelon that was half the size of Clay’s.  How big was John’s watermelon?",12
mmlu_humanities_00072_high_school_world_history,humanities,choice,"This question refers to the following information.
This great purity of the French Revolution is precisely what causes both our strength and our weakness. Our strength, because it gives to us rights of the public interest over private interests; our weakness, because it rallies all vicious men against us. We must smother the internal and external enemies of the Republic or perish with it; now in this situation, the first maxim of your policy ought to be to lead the people by reason and the people's enemies by terror. Terror is nothing other than justice, prompt, severe, inflexible; it is therefore an emanation of virtue; it is not so much a special principle as it is a consequence of the general principle of democracy applied to our country's most urgent needs.
French revolutionary leader Maximilien Robespierre, 1794
The passage above appears to articulate which of the following political principles?
A. From each according to his abilities, to each according to his needs
B. Might makes right
C. The end justifies the means
D. The government is best that governs least",C
mmlu_social_science_00129_high_school_government_and_politics,social_science,choice,"The rules governing the electoral college make it especially important for presidential candidates to
A. win as many states as possible, regardless of the size of the states
B. spend most of their time campaigning in the South
C. campaign most aggressively among those who will be chosen as electors
D. concentrate their campaign efforts on ""battleground"" states",D
strategyqa_20744bd481b4245333fa,commonsense,yesno,Has Gorillaz creator been in more bands than Bernard Sumner? Answer yes or no.,yes
mmlu_social_science_00058_high_school_government_and_politics,social_science,choice,"According to The Federalist Papers, federalism has which of the following effects on political factions?
A. It provides a structured environment in which factions may flourish.
B. It limits the dangers of factionalism by diluting political power.
C. It allows factions to dominate on the national level while limiting their influence on state governments.
D. It eliminates any opportunity for factions to form.",B
gsm8k_00046,math,number,"There are 70 cookies in a jar. If there are only 28 cookies left after a week, and Paul took out the same amount each day, how many cookies did he take out in four days?",24
sciq_00045,science,choice,"Weather maps show storms, air masses, and what?
A. patterns
B. currents
C. regions
D. fronts",D
gsm8k_00128,math,number,"Tony tries to drink more water, so he has been tracking how much water he drinks. Yesterday, he drank 48 ounces of water, which is 4% less than what he drank two days ago. How much water did Tony drink two days ago?",50
mmlu_social_science_00152_high_school_government_and_politics,social_science,choice,"Which of the following statements about voting patterns is NOT true?
A. Non-whites are more likely to vote Democratic than are whites.
B. Women are more likely to vote Democratic than are men.
C. Low-income Americans are more likely to vote Democratic than are upper-income Americans.
D. Evangelical Christians are more likely to vote Democratic than are non-religious Americans.",D
gsm8k_00017,math,number,"There are 192 soaps in a package. They put them in 2 big boxes. If each box contains 6 packages, how much soap do the 2 boxes contain in total?",2304
gsm8k_00039,math,number,"Raul had $87 to spare so he decided to go to the bookshop. Raul bought 8 comics, each of which cost $4. How much money does Raul have left?",55
sciq_00095,science,choice,"Tissues of marine bony fishes gain what from their surroundings?
A. excess salts
B. mercury
C. absorb salts
D. toxins",A
mmlu_social_science_00110_sociology,social_science,choice,"The 'nuclear family' means:
A. a group of people sharing living accommodation and meals
B. a network of relatives extended within or between generations
C. the new family created when an adult leaves home and gets married
D. a two generation unit of parents and their children",D
gsm8k_00064,math,number,Janice gave all three dozens of pebbles from her trip to her friends. Each of her friends got 4 pebbles. How many friends received pebbles?,9
sciq_00066,science,choice,"What do you call the entire range of wavelengths of electromagnetic waves?
A. gaseous spectrum
B. electromagnetic spectrum
C. electric spectrum
D. molecular spectrum",B
sciq_00088,science,choice,"What is the term for the slow wearing down of rocks on earth’s surface?
A. evaporation
B. experiencing
C. weathering
D. slipping",C
mmlu_social_science_00097_high_school_government_and_politics,social_science,choice,"The line-item veto was ruled unconstitutional because it
A. violated the legislative process by which bills become laws
B. allowed Congress to eliminate sections of legislation without a two-thirds majority
C. gave states the ability to override federal legislation
D. empowered Congress to nullify executive actions",A
mmlu_social_science_00139_high_school_government_and_politics,social_science,choice,"The Voting Rights Act of 1965
A. granted women the right to vote
B. banned race-based discrimination
C. granted African-Americans the right to vote
D. suspended the use of literacy tests at voting centers",D
sciq_00058,science,choice,"Functional groups are groups of atoms that occur within molecules and confer specific chemical properties to those molecules. they are found along the “carbon backbone” of what?
A. inorganic molecules
B. functional molecules
C. micromolecules
D. macromolecules",D
gsm8k_00053,math,number,"Monroe made 200 granola bars for her family. She and her husband ate 80, and the rest was divided equally among her children. If each child received 20 granola bars, how many children are in the family?",6
mmlu_humanities_00084_high_school_world_history,humanities,choice,"This question refers to the following information.
""I travelled thence to 'Aden, the port of Yemen, on the coast of the ocean. It is surrounded by mountains and can be approached from one side only; it has no crops, trees, or water, but has reservoirs in which rainwater is collected. The Arabs often cut off the inhabitants from their supply of drinking-water until the they buy them off with money and pieces of cloth. It is an exceedingly hot place. It is the port of the Indians, and to it come large vessels from Kinbayat [Cambay], Kawlam [Quilon], Calicut and many other Malabar ports [on the south-west coast of India]. There are Indian merchants living there, as well as Egyptian merchants. Its inhabitants are all either merchants, porters, or fishermen. Some of the merchants are immensely rich, so rich that sometimes a single merchant is sole owner of a large ship with all it contains, and this is a subject of ostentation and rivalry amongst them. In spite of that they are pious, humble, upright, and generous in character, treat strangers well, give liberally to devotees, and pay in full the tithes due to God.""
Ibn Battuta, ca. 1325–1354 C.E.
The views expressed in this journal passage are best seen as evidence of which of the following concerning medieval Islamic societies?
A. The absence of religious orthodoxy
B. Hostility toward outsiders
C. Limited economic opportunities
D. The supremacy of piety",D
strategyqa_12f49bcc3fdaebe88bd9,commonsense,yesno,Do some people soak in olive oil and water? Answer yes or no.,yes
gsm8k_00147,math,number,John eats 3 meals a day.  Breakfast is 500 calories.  His lunch contains 25% more calories than that.  His dinner is twice as many calories as lunch.  He also has 3 shakes that are each 300 calories.  How many calories does he get in a day?,3275
gsm8k_00055,math,number,"A man is purchasing a pair of sneakers at a club store where he receives a membership discount of 10% off any purchase.  In addition to the membership discount, the man also has a coupon for $10 off any pair of sneakers.  If the man wants to purchase a $120 pair of sneakers and the membership discount must be applied after the coupon, how much will he pay for the sneakers after using both the coupon and membership discount?",99
gsm8k_00044,math,number,"Jan's three-eyed lizard has 3 times more wrinkles than eyes, and seven times more spots than wrinkles. How many fewer eyes does the lizard have than the combined number of spots and wrinkles?",69
mmlu_social_science_00037_sociology,social_science,choice,"In the 1990 reform of the National Health Service, hospitals became:
A. self-governing trusts competing for purchasing contracts from health authorities
B. state-controlled providers, dependent on funding from the central government
C. increasingly detached from health authorities and providers of private health care
D. less inclined to run themselves efficiently, as demand for health care was falling",A
sciq_00141,science,choice,"Gated ion channels have a central role in what system's function?
A. endocrine
B. skeletal
C. generous
D. nervous",D
strategyqa_519626e90b19ecb3886f,commonsense,yesno,Will Donald Duck hypothetically purchase bell-bottoms for himself? Answer yes or no.,no
mmlu_humanities_00145_high_school_world_history,humanities,choice,"This question refers to the following information.
""And then Shapur, King of Kings, passed away. Then his son Hormizd, King of Kings, rose over the empire. And Hormizd, King of Kings, conferred on me cap and belt and created for me a higher rank and dignity, and at court and in kingdom after kingdom, place after place, throughout the whole empire he gave me more authority and power in matters of the divine services, and created for me the title ""Kerdir, Ahura Mazda's [Chief Priest]"" after the name of Ahura Mazda, the Deity. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence, and many Warham fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And then Hormizd, King of Kings, passed away. Then Bahram, King of Kings, son of Shapur, King of Kings, and brother of Hormizd, King of Kings, rose over the empire. And Bahram, King of Kings, also held me in high honor and dignity and at court and in kingdom after kingdom, place after place, gave me authority and power for divine services of every sort. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence and many Warharan fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And in kingdom after kingdom and place after place throughout the whole empire the services of Ahura Mazda and the gods became preeminent, and great dignity came to the Mazdayanian religion and the magi in the empire, and the gods and water and fire and small cattle in the empire attained great satisfaction, while Ahriman [the evil counterpart to Ahura Mazda] and the demons were punished and rebuked, and the teachings of Ahriman and the demons departed from the empire and were abandoned. And Jews, Buddhists, Hindus, Nasoreans [Orthodox Christians], Christians, Maktak [Baptists], and Manichaeans in the empire were smitten, and destruction of idols and scattering of the stores of the demons and god-seats and nests was abandoned.""
Excerpt from the inscription of Kerdir at Naqsh-e-Rustam, Persia, late third century C.E.
Which of the following best explains the presence of Buddhist communities within Sassanid Persia?
A. Persian efforts to convert people away from Buddhism inspired further followers.
B. Buddhism's apocalyptic message swayed converts in Persia.
C. Persia's location sat astride international trade routes with India.
D. Buddhists were granted limited toleration by Zoroastrians.",A
gsm8k_00143,math,number,Cassie is an athletic person and tries to drink at least 12 cups of water a day to stay hydrated while being active. Her water bottle holds 16 ounces. There are 8 ounces of water in a cup. How many times does Cassie have to refill her water bottle a day to make sure she drinks 12 cups?,6
mmlu_social_science_00131_sociology,social_science,choice,"Ethnographic research produces qualitative data because:
A. the findings are amenable to statistical analysis
B. it is conducted over a period of several years
C. it uncovers rich, detailed accounts from an insider's perspective
D. it compares findings from a number of different cases",C
mmlu_social_science_00146_us_foreign_policy,social_science,choice,"Peace, commerce, and honest friendship with all nations, entangling alliances with none'. Identify the speaker.
A. James Madison
B. Abraham Lincoln
C. Woodrow Wilson
D. Thomas Jefferson",D
strategyqa_ecc4a9173c24ace0215a,commonsense,yesno,Is the Jurassic era a tourist destination? Answer yes or no.,no
strategyqa_d47c38cb1ab436fe2f64,commonsense,yesno,Could all of the 2008 Summer Olympics women find a hookup athlete partner? Answer yes or no.,yes
sciq_00084,science,choice,"What type of climates are found around the equator?
A. tropical
B. tundras
C. arctics
D. arid",A
mmlu_social_science_00028_high_school_government_and_politics,social_science,choice,"Which of the following most accurately describes the right of American citizens to privacy?
A. The right to privacy is determined entirely by the states on a case-by-case basis.
B. The right to privacy is explicitly granted in the Preamble to the Constitution.
C. The Supreme Court has ruled that the right to privacy is implied by the Bill of Rights.
D. Common law requires the government to respect citizens' right to privacy.",C
gsm8k_00071,math,number,"Jack is making barbecue sauce. He uses 3 cups of ketchup, 1 cup of vinegar and 1 cup of honey. If each burger takes 1/4 cup of sauce and each pulled pork sandwich takes 1/6 cup, how many burgers can Jack make if he makes 18 pulled pork sandwiches?",8
sciq_00087,science,choice,"If a solute is a gas, increasing the temperature will do what?
A. decrease its solubility
B. increase its solubility
C. have no effect
D. change to liquid",A
mmlu_humanities_00114_philosophy,humanities,choice,"Aesthetics deals with objects that are_____.
A. essential to our existence
B. unimportant to most people
C. not essential to our existence
D. rarely viewed",C
sciq_00126,science,choice,"Electrons in the ""outer shell"" are also known as what kind of electrons?
A. static
B. charged
C. valence
D. intermediate",C
gsm8k_00133,math,number,"Mason is cleaning out all the junk in his attic. 20% of the items are useful, 10% are valuable heirlooms, and 70% are junk. If Marcus's attic has 8 useful items in it, how many junk items does it have?",28
mmlu_social_science_00138_us_foreign_policy,social_science,choice,"Which of the following considers states to be the primary actors in international relations?
A. Realism
B. Idealism
C. Liberalism
D. None of the above",A
strategyqa_26aefc40b2d04ca6b78b,commonsense,yesno,Is xenophobia hypothetically unimportant between Saladin and Ali Askari? Answer yes or no.,yes
sciq_00032,science,choice,"If a unit is named after a person it needs to be?
A. capitalized
B. squandered
C. short
D. forgotten",A
sciq_00106,science,choice,"What do waves do when they are unable to pass through an object?
A. produce off
B. develop off
C. reflect off
D. Roll over.",C
mmlu_social_science_00083_sociology,social_science,choice,"The Macpherson Report highlighted the increasing problem of:
A. hate crimes: violence against ethnic minorities simply because of their race
B. institutional racism: systematic forms of disadvantage built into the routines and practices of social institutions
C. overt racism in the police force that must be tackled by institutional reforms
D. growing numbers of asylum seekers in need of long term accommodation",B
sciq_00059,science,choice,"What ensures that seeds germinate only when conditions for seedling survival are optimal?
A. germination dormancy
B. seed forcing
C. survival dormancy
D. seed dormancy",D
gsm8k_00089,math,number,"John climbs up 9 flights of stairs.  Each flight is 10 feet.  If each step is 18 inches, how many steps does he climb up?",60
gsm8k_00074,math,number,"Barbara got a great deal on a new chest of drawers, but she has to take a lot of paper out of the drawers to be able to use it. She found 3 bundles of colored paper, 2 bunches of white paper, and 5 heaps of scrap paper. If a bunch holds 4 sheets of paper, a bundle holds 2 sheets of paper, and a heap holds 20 sheets of paper, how many sheets of paper did Barbara remove from the chest of drawers?",114
gsm8k_00058,math,number,"Chris buys 2 and a half dozen donuts on his way to work to share with his co-workers.  While driving, he eats 10% of the donuts.  Once inside, he grabs another 4 donuts for his afternoon snack.  How many donuts are left for his co-workers?",23
strategyqa_faf10ced482aedfe9c58,commonsense,yesno,Are there enough Jonny Cash records in the world to give one to each French citizen? Answer yes or no.,yes
strategyqa_bbf5422e2b837a2e1ff6,commonsense,yesno,Could B be mistaken for an Arabic numeral? Answer yes or no.,yes
mmlu_humanities_00035_high_school_world_history,humanities,choice,"This question refers to the following information.
You are the United States,
you are the future invader
of the native America that has Indian blood,
that still prays to Jesus Christ and still speaks Spanish.
. . .
you are Alexander-Nebuchadnezzar.
You think that life is fire,
that progress is eruption,
that wherever you shoot
you hit the future.
No.
. . .
But our America, that has had poets
since the ancient times of Netzahualcoyotl,
. . .
that consulted the stars, that knew Atlantis
whose resounding name comes to us from Plato,
that since the remote times of its life
has lived on light, on fire, on perfume, on love,
America of the great Montezuma, of the Inca,
the fragrant America of Christopher Columbus,
Catholic America, Spanish America,
the America in which noble Cuauhtémoc said:
""I'm not in a bed of roses"", that America
that trembles in hurricanes and lives on love,
it lives, you men of Saxon eyes and barbarous soul.
And it dreams. And it loves, and it vibrates, and it is the daughter of the sun.
Be careful. Viva Spanish America!
There are a thousand cubs loosed from the Spanish lion.
Roosevelt, one would have to be, through God himself,
the-fearful rifleman and strong hunter,
to manage to grab us in your iron claws.
And, although you count on everything, you lack one thing: God!
—Adapted from ""To Roosevelt"" by Ruben Dario, 1904
What was the poet's purpose in discussing ""our America, that has had poets since ancient times, . . . that consulted the stars""?
A. Latin America has excelled in poetry.
B. Latin America had made significant scientific contributions.
C. Latin America had a prophecy regarding these events.
D. Latin America has had a rich culture for centuries.",D
gsm8k_00061,math,number,"Amiyah is cutting some trees to build a cow shade. For every tree she cuts, she plants 5 new trees. If there were 400 trees on her farm and she cut 20% of them, calculate the total number of trees on the farm.",720
gsm8k_00135,math,number,"At the Boisjoli farm, there is a chicken coop where 270 hens and 3 roosters live. Every morning, around 8 a.m., Ms. Mosel goes to collect the eggs because, every morning, each hen lays one. Then, after 1 hour of collection, she puts all these eggs in boxes of 6. It takes her another 40 minutes. Once all this is done, Ms. Mosel brings all the boxes of eggs to her village. She does it from Monday to Sunday, because chickens don't have a day off. How many boxes does Ms. Mosel fill each week?",315
gsm8k_00082,math,number,"Ken had fifty pencils, and he wanted to share some of them with his two friends, Manny and Nilo. Ken gave ten pencils to Manny and ten more pencils to Nilo than he gave to Manny. He kept the rest of the pencils. How many pencils did Ken keep?",20
mmlu_humanities_00080_philosophy,humanities,choice,"In the moral life, feelings are _____.
A. essential and inevitable
B. essential to impartiality
C. an unerring guide
D. reason based",A
strategyqa_11cc9b01c009823d5f82,commonsense,yesno,Has Cesar Millan ever tamed a short-eared dog? Answer yes or no.,no
strategyqa_09348bfb96097f3b4a99,commonsense,yesno,Is Mickey Mouse hypothetically unlikely to make a purchase at Zazzle? Answer yes or no.,yes
sciq_00080,science,choice,"What are mutant versions of normal genes called?
A. antecedent - oncogenes
B. proto-oncogenes
C. extinction - oncogenes
D. anti-oncogenes",B
strategyqa_75b9eafe50ef589e8f78,commonsense,yesno,Would a snake have reasons to fear a honey badger? Answer yes or no.,yes
gsm8k_00011,math,number,A window is made up of 8 glass panes. Each pane has a length of 12 inches and a width of 8 inches. What is the area of the window?,768
sciq_00062,science,choice,"The three classes of elements are metals, nonmetals, and what?
A. ionic compounds
B. metalloids
C. molecules
D. atoms",B
mmlu_humanities_00147_high_school_world_history,humanities,choice,"This question refers to the following information.
At the peak of their power, the domains of the Mongol khans, or rulers, made up a vast realm in which once-hostile peoples lived together in peace and virtually all religions were tolerated. . . . The law code first promulgated by Chinggis Khan ordered human interaction. The result was an important new stage in international contact. From eastern Europe to southern China, merchants and travelers could move across the well-policed Mongol domains without fear for their lives or property. The great swath of Mongol territory that covered or connected most of Europe, Asia, and the Middle East served as a bridge between the civilizations of the Eastern Hemisphere. The caravans and embassies that crossed the Mongol lands transmitted new food, inventions, and ideas from one civilized pool to others and from civilized pools to the nomadic peoples who served as intermediaries. Secure trade routes made for prosperous merchants and wealthy, cosmopolitan cities. They also facilitated the spread of foods [and] inventions . . . a major force for economic and social development and the enhancement of civilized life.
—Robert Guisepi, 1992
Which of the following was a long-term consequence of the Mongol conquest of Russia in the 1200s?
A. Russia was excluded from Western European developments (like the Renaissance).
B. Russia benefited by becoming the administrative center of Mongol political activity.
C. Islam became the dominant religion of Russia.
D. Russia developed a centralized bureaucracy.",A
