example_id,task_type,answer_type,prompt,prompt_chars,prompt_words,question_start,num_numbers,has_math_symbols,has_code_like_text,question_mark_count,capitalized_word_count,contains_parenthesis,contains_quote,has_comparison_word,has_negation_word,has_quantity_word,cheap_answer_chars,cheap_answer_words,cheap_parsed_answer,cheap_contains_uncertainty,cheap_self_confidence,cheap_sample_agreement,mistral_nemo_correct,mistral_nemo_cost,qwen_235b_correct,qwen_235b_cost,gemini_flash_correct,gemini_flash_cost,llama_70b_correct,llama_70b_cost,deepseek_v3_correct,deepseek_v3_cost
mmlu_humanities_00141_high_school_world_history,humanities,choice,"This question refers to the following information.
Woman, wake up; the bell of reason is being heard throughout the whole universe; discover your rights. Enslaved man has multiplied his strength, [but] having become free, he has become unjust to his companion. Oh, women, women! When will you cease to be blind? What advantage have you received from the Revolution? A more pronounced scorn, a more marked disdain. If our leaders persist, courageously oppose the force of reason to their empty pretentions of superiority. Regardless of what barriers confront you, it is in your power to free yourselves!
Olympe de Gouges, ""Declaration of the Rights of Woman and the Female Citizen,"" 1791
The independence? Nothing of what I hoped for was achieved. I had expected that my children would be able to have an education, but they did not get it. We were poor peasants then, we are poor peasants now. Nothing has changed. Everything is the same. The only thing is that we are free, the war is over, we work without fear—but apart from that, nothing has changed.
Halima Ghomri, interviewed in the 1970s, after Algeria's war of independence
Publication of the first passage was followed by which of the political outcomes described below?
A. French women, like Jews, Protestants, and freed blacks, attained political equality after only a short delay.
B. French women quickly gained the right to vote, but not to hold political office.
C. French women found their status even lower than it had been before the French Revolution.
D. French women remained without full political rights until well into the following century.",1613,269,this,2,0,0,4,34,0,1,1,1,1,633,101,other,0,0.95,1.0,1,1.254e-05,1,0.00015492,1,0.0003455,1,0.00010532,1,0.00013332
mmlu_humanities_00145_world_religions,humanities,choice,"Which monk developed Pure Land Buddhism as we know it today?
A. Genshin
B. Dogen
C. Honen
D. Shinran",100,19,which,0,0,0,1,8,0,0,0,0,0,765,136,other,0,-1.0,1.0,0,1.004e-05,1,1.4803e-05,1,0.0002523,1,5.216e-05,1,7.712e-05
mmlu_humanities_00108_world_religions,humanities,choice," Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?
A. Deepavali
B. Holi
C. Diwali
D. Navaratri",158,24,which,0,0,0,1,6,0,0,0,0,0,707,117,other,0,1.0,1.0,1,9.36e-06,0,5.219e-05,0,0.0001416,0,4.57e-05,0,6.583e-05
mmlu_humanities_00124_world_religions,humanities,choice," In Buddhism, what are ordained women known as?
A. Bhikshus
B. Bhikshunis
C. The Sangha
D. Arhats",97,17,in,0,0,0,1,7,0,0,0,0,0,352,55,other,0,1.0,1.0,1,6.06e-06,1,7.038e-05,1,0.000151,1,3.902e-05,1,7.014e-05
gsm8k_00023,math,number,"Sasha added 48 cards into a box. Her sister, Karen, then took out 1/6 of the cards Sasha added. If there are now 83 cards in the box, how many cards were originally in the box?",176,37,sasha,4,1,0,1,5,0,0,0,0,1,395,81,other,0,1.0,1.0,1,7.78e-06,1,1.91e-05,1,0.0002525,1,4.577e-05,1,0.00010852
strategyqa_71cb683bdb77f668dce0,commonsense,yesno,Could you drive from New England to a Sainsbury's? Answer yes or no.,68,14,could,0,0,0,1,5,0,1,0,1,0,250,44,no,0,1.0,1.0,1,1.389e-05,1,3.365e-05,1,0.0001007,0,5.318e-05,1,6.132e-05
strategyqa_02f5f11bf98632578d50,commonsense,yesno,Can the Great Depression be treated with Prozac? Answer yes or no.,66,12,can,0,0,0,1,5,0,0,0,1,0,479,66,no,0,1.0,1.0,1,5.74e-06,1,3.86e-05,1,0.0001326,1,5.483e-05,1,4.837e-05
gsm8k_00079,math,number,There are 180 school days in the academic year. Aliyah packs a lunch half the time. Becky packs her lunch half as much as Aliyah. How many days a year does Becky pack her lunch?,177,35,there,1,0,0,1,6,0,0,0,0,1,211,43,other,0,1.0,1.0,1,5.38e-06,1,4.045e-05,1,0.0001707,1,3.408e-05,1,4.709e-05
sciq_00044,science,choice,"What powerful microscopes use a beam of subatomic particles instead of a beam of light?
A. electron microscopes
B. nuclear microscopes
C. scientific microscopes
D. complex microscopes",183,27,what,0,0,0,1,1,0,0,0,0,0,462,70,other,0,1.0,1.0,1,6.9e-06,1,5.502e-05,1,0.0001903,1,4.46e-05,1,5.225e-05
sciq_00090,science,choice,"Where does much of the blood that enters the atria flow?
A. muscles
B. lungs
C. arteries
D. ventricles",102,19,where,0,0,0,1,1,0,0,0,0,0,377,66,other,0,1.0,1.0,1,5.84e-06,1,4.17105e-05,1,0.0001567,1,3.106e-05,1,4.187e-05
mmlu_humanities_00056_world_religions,humanities,choice," What does ""Svetambara"" mean?
A. ""Sky-clad""
B. ""Naked""
C. ""White-clad""
D. ""Clothed""",83,14,what,0,1,0,1,6,0,1,0,0,0,217,32,other,0,1.0,1.0,1,4.26e-06,1,6.6e-05,1,0.0001497,1,4.4165e-05,1,8.567e-05
sciq_00131,science,choice,"What basic units are neither created nor destroyed during a chemical change, but are instead rearranged?
A. Electrons
B. atoms
C. molecules
D. particles",152,24,what,0,0,0,1,2,0,0,0,0,0,412,66,other,0,1.0,1.0,0,5.03e-06,1,1.0616e-05,1,0.0001679,1,3.49e-05,1,6.12e-05
strategyqa_9a1bf03a1359fa94eb7c,commonsense,yesno,Is a krabby patty similar to a cheeseburger? Answer yes or no.,62,12,is,0,0,0,1,2,0,0,0,1,0,397,68,yes,0,0.95,1.0,1,6.28e-06,1,6.74e-05,1,0.0001229,1,0.00012096,1,6.275e-05
sciq_00060,science,choice,"To figure out the height of a wave you measure the distance between the crest and what?
A. crater
B. core
C. trough
D. drift",124,25,to,0,0,0,1,1,0,0,0,0,0,243,45,other,0,1.0,1.0,1,4.12e-06,1,3.876e-05,1,0.0001079,1,2.432e-05,1,4.316e-05
mmlu_humanities_00092_high_school_world_history,humanities,choice,"This question refers to the following information.
Source 1:
""Moreover, Sir, in our Kingdoms there is another great inconvenience which is of little service to God, and this is that many of our people, keenly desirous as they are of the wares and things of your Kingdoms, which are brought here by your people, and in order to satisfy their voracious appetite, seize many of our people, freed and exempt men, and very often it happens that they kidnap even noblemen and our relatives, and take them to be sold to the white men who are in our kingdoms.""
Letter from King Afonso I of Kongo to King John III of Portugal, 1526
Source 2:
""This expedition has cost us much: it would be unreasonable to send it home with empty hands. Although our [principal] wish is to serve God and the pleasure of the king of Kongo, none the less you will make him understand—as though speaking in our name—what he should do to fill the ships, whether with slaves, or copper, or ivory.""
Instructions from King Manuel of Portugal to his envoy in Kongo, 1512
The tone of the first letter best reflects which of the following developments in early modern Africa?
A. A growing dependence on trade with Europe for manufactured goods
B. Vigorous resistance to European expeditions of conquest
C. The establishment of Portuguese trading posts along the coastline
D. The consolidation of states along the Atlantic coast of Africa",1400,246,this,4,0,0,1,34,0,1,1,0,1,867,144,other,0,0.95,1.0,1,1.328e-05,1,3.3299e-05,1,0.0003017,1,8.618e-05,1,0.00017336
mmlu_humanities_00136_world_religions,humanities,choice,"What is the mi'raj?
A. Muhammad's miraculous ascent to heaven
B. Muhammad's migration to Mecca
C. Muhammad's first community in Mecca
D. Muhammad's revelations of the Qur'an",173,33,what,0,0,0,1,8,0,1,0,0,0,505,90,other,0,0.95,1.0,1,2.761e-05,1,5.06e-05,1,9.96e-05,1,4.662e-05,1,4.6688e-05
gsm8k_00130,math,number,Delaney has to catch a bus that leaves at 8:00. a.m to school every day. He always takes 30 minutes to reach the pick-up point from his home. One day he woke up late and left his home at 7:50. How much time did he miss the bus by when he reached the pick-up point?,264,60,delaney,5,1,0,1,4,0,0,0,0,1,328,67,other,0,1.0,1.0,1,7.14e-06,1,1.5975e-05,1,0.0002781,1,4.9275e-05,1,8.5112e-05
strategyqa_5416d6ace8e5bef7e467,commonsense,yesno,Could a nymph tick pass through a standard hole punch? Answer yes or no.,72,14,could,0,0,0,1,2,0,0,0,1,0,435,77,yes,0,1.0,1.0,1,6.06e-06,1,4.62e-05,1,0.0001354,1,2.598e-05,1,5.2e-05
strategyqa_ad97256b5f0ab80b948a,commonsense,yesno,Are parodies of the President of the United States illegal? Answer yes or no.,77,14,are,0,0,0,1,5,0,0,0,1,0,303,45,no,0,1.0,1.0,1,3.72e-06,1,3.472e-05,1,0.0001257,1,3.421e-05,1,5.989e-05
gsm8k_00054,math,number,"In India, it cost $1 to purify a gallon of fresh water. Each person needs 1/2 a gallon of fresh water a day. In a family of 6, how much will it cost for fresh water for the day?",177,40,in,4,1,0,1,4,0,0,0,0,1,409,80,other,0,1.0,1.0,1,7.38e-06,1,1.55e-05,1,9.47e-05,1,4.352e-05,1,8.911e-05
sciq_00062,science,choice,"The three classes of elements are metals, nonmetals, and what?
A. ionic compounds
B. metalloids
C. molecules
D. atoms",117,19,the,0,0,0,1,1,0,0,0,0,0,839,151,no,0,0.9,1.0,0,1.002e-05,1,1.31e-05,1,0.0001198,1,4.426e-05,1,6.408e-05
strategyqa_c5d50d6e2d1747880aed,commonsense,yesno,Do people put creatures from the Black Sea on their pizza? Answer yes or no.,76,15,do,0,0,0,1,4,0,0,0,1,0,314,52,yes,0,0.95,1.0,1,5.1e-06,1,9.07e-06,1,8.57e-05,1,2.109e-05,1,4.963e-05
strategyqa_23bde1810c6afe6f916c,commonsense,yesno,Did anyone in the 1912 election take a majority of the popular vote? Answer yes or no.,86,17,did,1,0,0,1,2,0,0,0,1,0,483,75,no,0,1.0,1.0,1,5.46e-06,1,1.54e-05,1,0.0001825,1,0.0001632,1,6.225e-05
strategyqa_ab70365febc75dcda77d,commonsense,yesno,Is radioactive waste a plot device for many shows? Answer yes or no.,68,13,is,0,0,0,1,2,0,0,0,1,1,347,56,yes,0,0.95,1.0,1,4.31e-06,1,4.452e-05,1,0.0001001,1,2.396e-05,1,4.0888e-05
strategyqa_d8ba1dd2575be52d80be,commonsense,yesno,Are peaches best eaten when firm? Answer yes or no.,51,10,are,0,0,0,1,2,0,0,0,1,0,329,58,no,0,0.95,1.0,1,5.1e-06,1,2.914e-05,1,0.0001042,1,2.312e-05,1,3.26e-05
sciq_00077,science,choice,"One of the five fundamental conservation laws in the universe refers to conservation of what, which is the product of mass and velocity?
A. energy
B. light
C. momentum
D. fluid",176,31,one,0,0,0,1,1,0,0,0,0,0,550,96,other,0,1.0,1.0,0,7.38e-06,1,2.649e-05,1,0.000105,1,2.79e-05,1,4.55e-05
mmlu_humanities_00113_high_school_world_history,humanities,choice,"This question refers to the following information.
""To slacken the tempo would mean falling behind. And those who fall behind get beaten. But we do not want to be beaten. No, we refuse to be beaten! One feature of the history of old Russia was the continual beatings she suffered because of her backwardness. She was beaten by the Mongol khans. She was beaten by the Turkish beys. She was beaten by the Swedish feudal lords. She was beaten by the Polish and Lithuanian gentry. She was beaten by the British and French capitalists. She was beaten by the Japanese barons. All beat her––because of her backwardness, because of her military backwardness, cultural backwardness, political backwardness, industrial backwardness, agricultural backwardness. They beat her because it was profitable and could be done with impunity. You remember the words of the pre-revolutionary poet: ""You are poor and abundant, mighty and impotent, Mother Russia."" Those gentlemen were quite familiar with the verses of the old poet. They beat her, saying: ""You are abundant,"" so one can enrich oneself at your expense. They beat her, saying: ""You are poor and impotent,"" so you can be beaten and plundered with impunity. Such is the law of the exploiters––to beat the backward and the weak. It is the jungle law of capitalism. You are backward, you are weak––therefore you are wrong; hence you can be beaten and enslaved. You are mighty––therefore you are right; hence we must be wary of you.
That is why we must no longer lag behind.""
Joseph Stalin, speech delivered at the first All-Union Conference of Leading Personnel of Socialist Industry, February 4, 1931
The speech as a whole is best understood in the context of which of the following historical developments?
A. Stalin's drive to motivate Soviet industry for the Winter War with Finland
B. Stalin's push to make the Soviet Union a nuclear nation
C. Stalin's implementation of five-year plans for the Soviet economy
D. Stalin's purges of dissidents and other political prisoners",2016,344,this,2,1,0,1,59,0,1,1,1,1,684,112,other,0,0.95,1.0,1,1.572e-05,1,0.00014174,1,0.0003441,1,0.00043381,1,0.00019025
strategyqa_b528be028d2232b34887,commonsense,yesno,Would a lullaby be enough to wake Hellen Keller up? Answer yes or no.,69,14,would,0,0,0,1,4,0,0,0,1,1,357,60,no,0,0.95,1.0,1,5.28e-06,1,5.488e-05,1,0.0001032,1,2.116e-05,1,3.4496e-05
mmlu_humanities_00031_high_school_world_history,humanities,choice,"This question refers to the following information.
""We are not Europeans; we are not Indians; we are but a mixed species of aborigines and Spaniards. Americans by birth and Europeans by law, we find ourselves engaged in a dual conflict: we are disputing with the natives for titles of ownership, and at the same time we are struggling to maintain ourselves in the country that gave us birth against the opposition of the invaders. Thus our position is most extraordinary and complicated. But there is more. As our role has always been strictly passive and political existence nil, we find that our quest for liberty is now even more difficult of accomplishment; for we, having been placed in a state lower than slavery, had been robbed not only of our freedom but also of the right to exercise an active domestic tyranny…We have been ruled more by deceit than by force, and we have been degraded more by vice than by superstition. Slavery is the daughter of darkness: an ignorant people is a blind instrument of its own destruction. Ambition and intrigue abuses the credulity and experience of men lacking all political, economic, and civic knowledge; they adopt pure illusion as reality; they take license for liberty, treachery for patriotism, and vengeance for justice. If a people, perverted by their training, succeed in achieving their liberty, they will soon lose it, for it would be of no avail to endeavor to explain to them that happiness consists in the practice of virtue; that the rule of law is more powerful than the rule of tyrants, because, as the laws are more inflexible, every one should submit to their beneficent austerity; that proper morals, and not force, are the bases of law; and that to practice justice is to practice liberty.""
Simón de Bolívar, Message to the Congress of Angostura, 1819
The author of this text expresses a belief in which of the following as requirements for a properly functioning legal system?
A. Truth and religion
B. Freedom and democracy
C. Intelligence and order
D. Morality and justice",2040,348,this,1,0,0,1,22,0,1,1,1,1,702,113,other,0,0.95,1.0,1,1.624e-05,1,5.56e-05,1,0.0002659,1,9.281e-05,1,0.00018398
sciq_00097,science,choice,"Bivalvia and gastropoda are classes of what phylum?
A. fishes
B. diatoms
C. Insects
D. mollusks",95,16,bivalvia,0,0,0,1,2,0,0,0,0,0,469,74,other,0,1.0,1.0,1,7.34e-06,1,4.2757e-05,1,0.000122,1,4.376e-05,1,4.709e-05
strategyqa_05fe6e26626c69b65ac1,commonsense,yesno,Do mollymawks live where albatrosses cannot? Answer yes or no.,62,10,do,0,0,0,1,2,0,0,0,1,0,321,48,yes,0,0.9,1.0,0,5.3e-06,1,1.63e-05,1,9.82e-05,0,4.159e-05,1,3.7136e-05
mmlu_humanities_00023_high_school_world_history,humanities,choice,"This question refers to the following information.
Whether the question be to continue or to discontinue the practice of sati, the decision is equally surrounded by an awful responsibility. To consent to the consignment year after year of hundreds of innocent victims to a cruel and untimely end, when the power exists of preventing it, is a predicament which no conscience can contemplate without horror. But, on the other hand, to put to hazard by a contrary course the very safety of the British Empire in India is an alternative which itself may be considered a still greater evil. When we had powerful neighbours and greater reason to doubt our own security, expediency might recommend a more cautious proceeding, but now that we are supreme my opinion is decidedly in favour of an open and general prohibition.
William Bentinck, Govenor-General of India, ""On the Suppression of Sati,"" 1829
I have made it my study to examine the nature and character of the Indians [who trade with us], and however repugnant it may be to our feelings, I am convinced they must be ruled with a rod of iron, to bring and keep them in a proper state of subordination, and the most certain way to effect this is by letting them feel their dependence on [the foodstuffs and manufactured goods we sell them].
George Simpson, Head of Northern Department, Hudson's Bay Company, 1826
The passages above are best understood in the context of which of the following practices?
A. Legalization of slavery in overseas colonies
B. Exercise of colonial administrative power over native peoples
C. Western missionary efforts in colonized territories
D. Mobilization of military resources from colonial possessions",1686,281,this,2,1,0,1,30,0,1,1,1,0,1000,152,other,0,-1.0,1.0,0,1.638e-05,1,0.0001176,1,0.0002816,1,7.891e-05,1,0.000117216
strategyqa_42025ba75ec5d0f0f291,commonsense,yesno,Are black and white prison uniforms made to resemble a zebra? Answer yes or no.,79,15,are,0,0,0,1,2,0,0,0,1,0,313,54,yes,0,0.7,1.0,0,4.64e-06,1,5.09e-05,1,0.0001157,1,3.359e-05,1,5.334e-05
gsm8k_00034,math,number,Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?,200,43,frankie,1,0,0,1,6,0,1,1,0,1,580,118,other,0,-1.0,1.0,0,1.022e-05,1,2.16e-05,1,0.0003231,1,4.666e-05,1,0.00012725
sciq_00064,science,choice,"Drinking too much water too fast can lead to what potentially fatal condition, which causes dangerous changes to salt levels?
A. osmosis
B. inebriation
C. water intoxication
D. drowning",185,29,drinking,0,0,0,1,1,0,0,0,0,0,847,146,other,0,-1.0,1.0,0,1.026e-05,1,4.46e-05,1,0.0002553,1,5.51e-05,1,7.943e-05
sciq_00065,science,choice,"What does the tires meeting the road cause when a car accelerates?
A. friction
B. vibration
C. erosion
D. thrust",112,20,what,0,0,0,1,1,0,0,0,0,0,295,51,other,0,1.0,1.0,1,4.25e-06,1,4.56e-05,1,0.0001314,1,3.769e-05,1,5.97e-05
sciq_00025,science,choice,"What are bacteria and archaea examples of?
A. eukaryotes
B. prokaryotes
C. plants
D. fungi",90,15,what,0,0,0,1,1,0,0,0,0,0,259,39,other,0,1.0,1.0,1,4.72e-06,1,4.234e-05,1,0.0001705,1,3.174e-05,1,4.311e-05
sciq_00083,science,choice,"What do voltmeters measure?
A. voltage
B. frequency
C. amplitude
D. temperature",79,12,what,0,0,0,1,1,0,0,0,0,0,364,61,other,0,1.0,1.0,1,4.5e-06,1,6.425e-05,1,0.0001168,1,2.79e-05,1,4.132e-05
strategyqa_bbf5422e2b837a2e1ff6,commonsense,yesno,Could B be mistaken for an Arabic numeral? Answer yes or no.,60,12,could,0,0,0,1,3,0,0,0,1,0,239,47,no,0,1.0,1.0,0,5e-06,0,1.0657e-05,0,0.0001223,1,2.61e-05,1,3.45e-05
mmlu_humanities_00034_philosophy,humanities,choice,"Aristotle says  that what makes things be what they are--their essence--does not exist apart from individ-uals that exist in the world.  So if all the members of a species were destroyed, then their essence or form:
A. would likewise be destroyed.
B. would be destroyed only if there were no one around to remember the species.
C. would continue existing (as with Plato's Forms) in some other realm of being.
D. would not be destroyed because there was no essence or form originally to be destroyed; there are only individuals, not universal essences or natures of things.",572,101,aristotle,0,1,0,0,4,1,1,0,1,1,478,79,other,0,1.0,1.0,1,7.26e-06,1,5.444e-05,1,0.0001908,1,7.958e-05,1,0.00011233
strategyqa_3ae8644164c547560eda,commonsense,yesno,Was King Arthur at the beheading of Anne Boleyn? Answer yes or no.,66,13,was,0,0,0,1,6,0,0,0,1,0,300,52,no,0,1.0,1.0,1,5.12e-06,1,1.35e-05,1,0.0001332,1,4.428e-05,1,5.334e-05
sciq_00124,science,choice,"What are the two classifications of natural resources?
A. renewable and nonrenewable
B. renewable and reusable
C. recyclable and reversible
D. productive and nonrenewable",170,24,what,0,0,0,1,1,0,0,0,0,0,360,51,other,0,1.0,1.0,1,4.49e-06,1,1.34e-05,1,0.0001557,1,4.3505e-05,1,4.83e-05
sciq_00103,science,choice,"Birds possess a cloaca, a structure that allows water to be reabsorbed from waste back into this?
A. eggs
B. intestines
C. skin
D. blood stream",143,26,birds,0,0,0,1,1,0,0,0,0,0,468,73,other,0,1.0,1.0,0,6.5e-06,1,7.7e-05,1,0.0001541,1,0.000108,1,4.541e-05
sciq_00112,science,choice,"When boron10 absorbs a neutron, what does it emit?
A. proteins
B. particle
C. calcium
D. light",94,17,when,1,0,0,1,1,0,0,0,0,0,488,79,other,0,1.0,1.0,1,5.93e-06,1,3.942e-05,1,0.0001439,1,4.922e-05,1,5.464e-05
sciq_00115,science,choice,"The name of a monatomic cation is simply the name of the element followed by this word?
A. ion
B. amine
C. bond
D. laser",120,25,the,0,0,0,1,1,0,0,0,0,0,319,60,other,0,1.0,1.0,1,1.838e-05,1,5.812e-05,1,0.0001504,1,3.274e-05,1,3.825e-05
strategyqa_0abc0874b74e714f943e,commonsense,yesno,Did Northwest Airlines' longevity surpass Betty White? Answer yes or no.,72,11,did,0,0,0,1,6,0,1,0,1,0,197,33,yes,0,1.0,1.0,0,4.12e-06,1,7.434e-05,1,0.0001598,1,2.724e-05,1,5.25e-05
gsm8k_00082,math,number,"Ken had fifty pencils, and he wanted to share some of them with his two friends, Manny and Nilo. Ken gave ten pencils to Manny and ten more pencils to Nilo than he gave to Manny. He kept the rest of the pencils. How many pencils did Ken keep?",242,49,ken,0,0,0,1,10,0,0,1,0,1,352,67,other,0,1.0,1.0,1,8.4e-06,1,5.322e-05,1,0.0002521,1,5.892e-05,1,9.572e-05
strategyqa_5c03103b5a70117cbdf0,commonsense,yesno,"Could Elizabeth I of England have seen the play Dido, Queen of Carthage ? Answer yes or no.",91,17,could,0,0,0,1,7,0,0,0,1,0,276,45,yes,0,1.0,1.0,1,4.24e-06,1,5.788e-05,1,0.0001344,1,4.059e-05,1,6.616e-05
sciq_00051,science,choice,"What force opposes a motion of a moving body? for example a car breaking on a road.
A. vibration
B. thermal
C. friction
D. tension",130,25,what,0,0,0,1,1,0,0,0,0,0,499,94,other,0,1.0,1.0,1,6.14e-06,1,1.1845e-05,1,0.0001432,1,4.546e-05,1,4.584e-05
gsm8k_00015,math,number,"Roy spends 2 hours on sports activities in school every day. He goes to school 5 days a week. If he missed 2 days within a week, how many hours did he spend on sports in school that week?",187,39,roy,3,0,0,1,3,0,0,0,0,1,323,62,other,0,1.0,1.0,1,6.02e-06,1,1.59e-05,1,0.0001288,1,3.23e-05,1,5.982e-05
sciq_00050,science,choice,"What is required when electrons are removed from an atom, and released from the process when an electron is added?
A. fuel
B. nuclear
C. energy
D. proton",153,28,what,0,0,0,1,1,0,0,0,0,0,401,64,other,0,1.0,1.0,1,4.86e-06,1,1.2558e-05,1,0.0001391,1,3.833e-05,1,4.6488e-05
mmlu_humanities_00068_philosophy,humanities,choice,"Bentham claims that utilitarian calculations:
A. should be performed prior to each action.
B. need not be performed before each action, but should always be kept in mind.
C. are merely a formal device, and do not have practical application.
D. are fundamentally flawed.",269,44,bentham,0,0,0,0,1,0,0,1,1,1,430,59,other,0,0.95,1.0,0,5.22e-06,1,4.716e-05,1,0.0002557,1,5.4735e-05,1,6.251e-05
mmlu_humanities_00084_world_religions,humanities,choice," Which Christian denomination promotes a stripped-down Christianity?
A. Greek Orthodox
B. Roman Catholic
C. Puritans
D. Quakers",127,18,which,0,1,0,1,9,0,0,0,0,0,788,124,other,0,0.95,1.0,0,7.41e-06,0,1.159e-05,0,0.0001239,0,3.512e-05,0,0.00010444
strategyqa_44a7b241fe98fc12b215,commonsense,yesno,Do people with DID have a good memory? Answer yes or no.,56,12,do,0,0,0,1,2,0,0,0,1,0,594,88,no,0,0.95,1.0,1,6.54e-06,1,9.157e-06,1,0.0001273,1,3.902e-05,1,3.562e-05
mmlu_humanities_00116_high_school_world_history,humanities,choice,"This question refers to the following information.
The following poem refers to an incident in Sharpeville, South Africa, in 1960. To protest the requirement that they carry papers documenting their identity and residence, black South Africans gathered in front of police stations without their papers. Though other protests ended peacefully, in Sharpeville, police fired into the crowd.
What is important
about Sharpeville
is not that seventy died:
nor even that they were shot in the back
retreating, unarmed, defenceless
and certainty not
the heavy caliber slug
that tore through a mother's back
and ripped through the child in her arms
killing it
Remember Sharpeville
bullet-in-the-back day
Because it epitomized oppression
and the nature of society
More clearly than anything else;
it was the classic event
Nowhere is racial dominance
more clearly defined
nowhere the will to oppress
more clearly demonstrated
What the world whispers
apartheid declares with snarling guns
the blood the rich lust after
South Africa spills dust
Remember Sharpeville
Remember bullet-in-the-back day
And remember the unquenchable will for freedom
Remember the dead
and be glad
—Dennis Brutus, 1973
The discriminatory system referred to in the poem was known as
A. Jim Crow.
B. spheres of influence.
C. Boer division.
D. apartheid.",1315,210,this,2,1,0,0,31,0,1,1,1,0,599,92,other,0,1.0,1.0,1,1.304e-05,1,7.853e-05,1,0.0002555,1,7.334e-05,1,0.000126656
sciq_00005,science,choice,"Bar, circle, and line are all types of what?
A. algorithms
B. maps
C. theories
D. graphs",88,17,bar,0,0,0,1,1,0,0,0,0,1,281,45,other,0,1.0,1.0,1,5.12e-06,1,2.822e-05,1,0.0001111,1,2.855e-05,1,5.257e-05
sciq_00144,science,choice,"When solids change to gasses, they generally pass through what other state?
A. liquid
B. chemical
C. carbon
D. frozen",117,20,when,0,0,0,1,1,0,0,0,0,0,362,58,other,0,1.0,1.0,1,5.38e-06,1,1.1261e-05,1,0.0001945,1,2.402e-05,1,5.55e-05
sciq_00042,science,choice,"Glucose and fructose are considered this type of sugar?
A. polysaccharides
B. monosaccharides, or simple
C. complex carbohydrates
D. alcohols",141,20,glucose,0,0,0,1,1,0,0,0,0,0,390,56,other,0,1.0,1.0,1,4.8e-06,1,7.225e-05,1,0.0001095,1,3.264e-05,1,5.064e-05
gsm8k_00052,math,number,"Annie calculated she has three times more toys than Mike, and two less than Tom. Mike has 6 toys. How many toys do Annie, Mike, and Tom have in total?",150,30,annie,1,0,0,1,8,0,0,1,0,1,333,69,other,0,1.0,1.0,0,7.18e-06,1,5.905e-05,0,0.0002611,0,6.374e-05,0,0.00011228
strategyqa_60aa0b975babf5475cf1,commonsense,yesno,Was story of Jesus inspired by Egyptian myth? Answer yes or no.,63,12,was,0,0,0,1,4,0,0,0,1,0,433,72,yes,0,0.95,1.0,1,5.88e-06,0,5.881e-05,0,0.0002198,1,0.00010152,0,3.523e-05
sciq_00125,science,choice,"What in saliva protects the lining of the mouth from abrasion and lubricates food for easier swallowing?
A. hairs
B. spores
C. phloem
D. mucus",142,25,what,0,0,0,1,1,0,0,0,0,0,749,123,other,0,0.95,1.0,1,9.08e-06,1,1.52e-05,1,0.000166,1,2.972e-05,1,4.963e-05
mmlu_humanities_00001_high_school_world_history,humanities,choice,"This question refers to the following information.
This great purity of the French Revolution is precisely what causes both our strength and our weakness. Our strength, because it gives to us rights of the public interest over private interests; our weakness, because it rallies all vicious men against us. We must smother the internal and external enemies of the Republic or perish with it; now in this situation, the first maxim of your policy ought to be to lead the people by reason and the people's enemies by terror. Terror is nothing other than justice, prompt, severe, inflexible; it is therefore an emanation of virtue; it is not so much a special principle as it is a consequence of the general principle of democracy applied to our country's most urgent needs.
French revolutionary leader Maximilien Robespierre, 1794
The passage above appears to articulate which of the following political principles?
A. From each according to his abilities, to each according to his needs
B. Might makes right
C. The end justifies the means
D. The government is best that governs least",1082,182,this,1,0,0,1,16,0,1,1,1,1,903,152,other,0,-1.0,1.0,0,1.384e-05,1,2.6422e-05,1,0.000214,1,5.8605e-05,1,0.000112648
strategyqa_3502d54b8241e79903a9,commonsense,yesno,Were the first missionaries required to attend mass on Sundays? Answer yes or no.,81,14,were,0,0,0,1,3,0,0,0,1,0,394,63,yes,0,0.95,1.0,1,5.26e-06,1,6.102e-05,0,0.0002279,1,3.528e-05,1,4.976e-05
gsm8k_00073,math,number,"Forty percent of the students have elected to learn from home during the pandemic. The remaining students are divided into two equal groups, only one of which is physically in school on any day. What percent of students are present in school?",242,42,forty,0,0,0,1,3,0,0,0,0,1,405,74,other,0,1.0,1.0,1,6.27e-06,1,1.2658e-05,1,0.0001638,1,3.825e-05,1,5.6168e-05
gsm8k_00058,math,number,"Chris buys 2 and a half dozen donuts on his way to work to share with his co-workers.  While driving, he eats 10% of the donuts.  Once inside, he grabs another 4 donuts for his afternoon snack.  How many donuts are left for his co-workers?",239,47,chris,3,1,0,1,4,0,0,0,0,1,380,80,other,0,1.0,1.0,1,7.42e-06,1,1.9536e-05,1,9.89e-05,1,6.374e-05,1,7.04e-05
strategyqa_404ab9200fe1935e7f4c,commonsense,yesno,"Is an inappropriate lullaby Love Song from November 11, 2000? Answer yes or no.",79,14,is,2,0,0,1,5,0,0,0,1,0,392,69,yes,0,0.95,1.0,1,6.34e-06,1,7.182e-05,0,0.0002303,1,7.076e-05,0,6.65e-05
